src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_12	"the pinned tzdata version is a non-empty IANA tzdb version string", -> "XXthe pinned tzdata version is a non-empty IANA tzdb version stringXX",
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_13	"the pinned tzdata version is a non-empty IANA tzdb version string", -> "the pinned tzdata version is a non-empty iana tzdb version string",
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_14	"the pinned tzdata version is a non-empty IANA tzdb version string", -> "THE PINNED TZDATA VERSION IS A NON-EMPTY IANA TZDB VERSION STRING",
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_15	given=repr(pinned_version), -> given=repr(None),
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_20	"the resolved tzdata version is a non-empty IANA tzdb version string", -> None,
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_21	given=repr(resolved_version), -> given=None,
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_24	given=repr(resolved_version), -> )
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_27	"the resolved tzdata version is a non-empty IANA tzdb version string", -> "XXthe resolved tzdata version is a non-empty IANA tzdb version stringXX",
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_28	"the resolved tzdata version is a non-empty IANA tzdb version string", -> "the resolved tzdata version is a non-empty iana tzdb version string",
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_29	"the resolved tzdata version is a non-empty IANA tzdb version string", -> "THE RESOLVED TZDATA VERSION IS A NON-EMPTY IANA TZDB VERSION STRING",
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_30	given=repr(resolved_version), -> given=repr(None),
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_32	"tzdata_version", -> None,
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_33	"the resolved tzdb version does not equal the extension's pin; a " -> None,
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_40	"tzdata_version", -> "XXtzdata_versionXX",
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_41	"tzdata_version", -> "TZDATA_VERSION",
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_42	"the resolved tzdb version does not equal the extension's pin; a " -> "XXthe resolved tzdb version does not equal the extension's pin; a XX"
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_43	"the resolved tzdb version does not equal the extension's pin; a " -> "THE RESOLVED TZDB VERSION DOES NOT EQUAL THE EXTENSION'S PIN; A "
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_44	"fingerprint must never attest a tzdb that was not used (FM-5)", -> "XXfingerprint must never attest a tzdb that was not used (FM-5)XX",
src/qmf/core/chrono.py:1022	verify_tzdb_pin	qmf.core.chrono.x_verify_tzdb_pin__mutmut_45	"fingerprint must never attest a tzdb that was not used (FM-5)", -> "fingerprint must never attest a tzdb that was not used (fm-5)",
